vnid,vintage,date,price
1000564,2010,2014-03-01,73
1000564,2010,2014-06-01,73
1000564,2010,2014-09-01,76
1000564,2010,2014-12-01,96
1000564,2010,2015-01-01,100
1000564,2010,2015-03-01,107
1000564,2010,2015-06-01,127
1000564,2010,2015-09-01,103
1000564,2010,2015-12-01,128
1000564,2010,2016-01-01,96
1000564,2010,2016-02-01,94
1000564,2010,2016-06-01,59
1000564,2010,2016-09-01,53
1000564,2010,2016-12-01,53
1000564,2010,2017-01-01,52
1000564,2010,2017-03-01,52
1000564,2010,2017-06-01,64
1000564,2010,2017-09-01,53
1000564,2010,2017-12-01,57
1000564,2010,2018-01-01,58
1000564,2010,2018-03-01,53
1000564,2010,2018-06-01,53
1000564,2010,2018-09-01,53
1000564,2010,2019-03-01,90
1000564,2010,2019-12-01,89
1000564,2010,2020-01-01,90
1000564,2010,2020-03-01,95
1000564,2010,2020-06-01,65
1000564,2010,2020-09-01,65
1000564,2010,2020-12-01,41
1000564,2010,2021-01-01,42
1000564,2010,2021-02-01,58
1000564,2010,2021-03-01,58
1000564,2010,2021-04-01,60
1000564,2010,2021-05-01,59
1000564,2010,2021-06-01,59
1000564,2010,2021-07-01,75
1000564,2010,2021-09-01,76
1000564,2010,2021-10-01,75
1000564,2010,2022-06-01,108
1000564,2010,2022-07-01,106
1000564,2010,2022-10-01,113
1000577,2011,2014-03-01,83
1000577,2011,2014-09-01,106
1000577,2011,2014-12-01,124
1000577,2011,2015-01-01,129
1000577,2011,2015-03-01,138
1000577,2011,2015-06-01,141
1000577,2011,2015-09-01,108
1000577,2011,2015-12-01,119
1000577,2011,2016-01-01,124
1000577,2011,2016-02-01,132
1000577,2011,2018-03-01,80
1000577,2011,2018-06-01,81
1000577,2011,2018-09-01,79
1000577,2011,2018-12-01,80
1000577,2011,2019-01-01,79
1000577,2011,2019-03-01,82
1000577,2011,2019-06-01,103
1000577,2011,2020-06-01,80
1000577,2011,2020-09-01,75
1000577,2011,2020-12-01,88
1000577,2011,2021-01-01,87
1000577,2011,2021-02-01,77
1000577,2011,2021-03-01,65
1000577,2011,2021-04-01,66
1000577,2011,2021-05-01,65
1000577,2011,2021-06-01,68
1000577,2011,2021-07-01,68
1000577,2011,2021-09-01,68
1000577,2011,2021-10-01,68
1000577,2011,2021-11-01,72
1000577,2011,2021-12-01,71
1000577,2011,2022-01-01,72
1000577,2011,2022-02-01,72
1000577,2011,2022-03-01,74
1000577,2011,2022-04-01,72
1000577,2011,2022-05-01,80
1000577,2011,2022-06-01,71
1000577,2011,2022-07-01,71
1000577,2011,2022-08-01,82
1000577,2011,2022-09-01,84
1000577,2011,2022-10-01,83
1000577,2010,2014-03-01,75
1000577,2010,2014-06-01,58
1000577,2010,2014-09-01,61
1000577,2010,2014-12-01,76
1000577,2010,2015-01-01,71
1000577,2010,2015-03-01,75
1000577,2010,2015-06-01,75
1000577,2010,2015-09-01,96
1000577,2010,2015-12-01,92
1000577,2010,2016-01-01,65
1000577,2010,2016-02-01,72
1000577,2010,2016-06-01,71
1000577,2010,2016-09-01,71
1000577,2010,2016-12-01,73
1000577,2010,2017-01-01,73
1000577,2010,2017-03-01,65
1000577,2010,2017-06-01,82
1000577,2010,2017-09-01,75
1000577,2010,2017-12-01,38
1000577,2010,2020-09-01,56
1000577,2010,2020-12-01,55
1000577,2010,2021-01-01,62
1000577,2010,2021-02-01,63
1000577,2010,2021-03-01,64
1000577,2010,2021-04-01,66
1000577,2010,2021-05-01,64
1000577,2010,2021-06-01,64
1000577,2010,2021-07-01,72
1000577,2010,2021-09-01,72
1000577,2010,2021-10-01,73
1000577,2010,2021-11-01,73
1000577,2010,2021-12-01,75
1000577,2010,2022-01-01,75
1000577,2010,2022-02-01,74
1000577,2010,2022-03-01,77
1000577,2010,2022-04-01,77
1000577,2010,2022-05-01,81
1000577,2010,2022-06-01,87
1000577,2010,2022-07-01,81
1000577,2010,2022-08-01,82
1000577,2010,2022-09-01,85
1000577,2010,2022-10-01,87
1000577,2012,2014-12-01,112
1000577,2012,2015-01-01,117
1000577,2012,2015-03-01,125
1000577,2012,2017-06-01,79
1000577,2012,2017-09-01,79
1000577,2012,2017-12-01,79
1000577,2012,2018-01-01,79
1000577,2012,2018-03-01,79
1000577,2012,2018-06-01,79
1000577,2012,2018-09-01,79
1000577,2012,2018-12-01,79
1000577,2012,2020-09-01,63
1000577,2012,2020-12-01,62
1000577,2012,2021-01-01,63
1000577,2012,2021-02-01,63
1000577,2012,2021-03-01,65
1000577,2012,2021-04-01,66
1000577,2012,2021-05-01,65
1000577,2012,2021-06-01,66
1000577,2012,2021-07-01,66
1000577,2013,2017-09-01,88
1000577,2013,2017-12-01,88
1000577,2013,2018-01-01,88
1000577,2013,2018-12-01,79
1000577,2013,2019-01-01,79
1000577,2013,2019-03-01,79
1000577,2013,2019-06-01,79
1000577,2013,2019-09-01,76
1000577,2013,2019-12-01,76
1000577,2013,2020-01-01,74
1000577,2013,2020-03-01,74
1000577,2013,2020-06-01,82
1000577,2013,2020-09-01,78
1000577,2013,2020-12-01,86
1000577,2013,2021-01-01,85
1000577,2013,2021-02-01,89
1000577,2013,2021-03-01,82
1000577,2013,2021-04-01,85
1000577,2013,2021-05-01,83
1000577,2013,2021-06-01,82
1000577,2013,2021-07-01,85
1000577,2013,2021-11-01,86
1000577,2013,2022-05-01,60
1000577,2013,2022-06-01,59
1000577,2013,2022-07-01,58
1000577,2013,2022-08-01,106
1000577,2013,2022-09-01,106
1000577,2013,2022-10-01,106
1000577,2007,2014-03-01,71
1000577,2007,2014-06-01,64
1000577,2007,2014-12-01,80
1000577,2007,2015-01-01,64
1000577,2007,2015-03-01,60
1000577,2007,2015-06-01,75
1000577,2007,2015-09-01,75
1000577,2007,2015-12-01,70
1000577,2007,2016-01-01,77
1000577,2007,2016-02-01,65
1000577,2007,2016-06-01,71
1000577,2007,2016-09-01,54
1000577,2007,2016-12-01,56
1000577,2007,2017-01-01,55
1000577,2007,2017-09-01,83
1000577,2007,2020-12-01,52
1000577,2007,2021-01-01,72
1000577,2007,2021-02-01,52
1000577,2007,2021-03-01,54
1000577,2007,2021-04-01,55
1000577,2007,2021-05-01,54
1000577,2007,2021-06-01,54
1000577,2008,2014-03-01,68
1000577,2008,2014-06-01,71
1000577,2008,2014-09-01,71
1000577,2008,2014-12-01,71
1000577,2008,2015-01-01,71
1000577,2008,2015-03-01,71
1000577,2008,2015-06-01,71
1000577,2008,2015-09-01,71
1000577,2008,2017-09-01,83
1000577,2008,2017-12-01,61
1000577,2008,2019-09-01,56
1000577,2008,2019-12-01,59
1000577,2008,2020-01-01,59
1000577,2008,2020-03-01,60
1000577,2008,2020-09-01,53
1000577,2008,2021-01-01,81
1000577,2008,2021-02-01,81
1000577,2008,2022-01-01,55
1000577,2008,2022-02-01,60
1000577,2008,2022-03-01,62
1000577,2008,2022-04-01,61
1000577,2008,2022-05-01,55
1000577,2008,2022-06-01,54
1000577,2008,2022-07-01,53
1000577,2008,2022-08-01,54
1000577,2008,2022-09-01,54
1000577,2008,2022-10-01,52
1000577,2009,2014-03-01,66
1000577,2009,2014-12-01,96
1000577,2009,2015-01-01,75
1000577,2009,2015-06-01,136
1000577,2009,2015-09-01,94
1000577,2009,2015-12-01,110
1000577,2009,2016-01-01,92
1000577,2009,2016-02-01,135
1000577,2009,2016-09-01,133
1000577,2009,2017-06-01,102
1000577,2009,2017-09-01,85
1000577,2009,2018-06-01,81
1000577,2009,2018-09-01,85
1000577,2009,2018-12-01,87
1000577,2009,2019-01-01,87
1000577,2009,2020-09-01,90
1000577,2009,2020-12-01,88
1000577,2009,2021-01-01,89
1000577,2009,2021-02-01,90
1000577,2009,2022-05-01,123
1000577,2009,2022-09-01,106
1000577,2009,2022-10-01,92
1000580,2013,2016-12-01,46
1000580,2013,2017-01-01,46
1000580,2013,2018-06-01,66
1000580,2013,2018-09-01,65
1000580,2013,2018-12-01,72
1000580,2013,2019-01-01,72
1000580,2013,2019-03-01,74
1000580,2013,2019-06-01,67
1000580,2013,2019-09-01,72
1000580,2013,2019-12-01,74
1000580,2013,2020-01-01,75
1000580,2013,2020-03-01,80
1000580,2013,2020-06-01,74
1000580,2013,2020-09-01,71
1000580,2013,2020-12-01,76
1000580,2013,2021-01-01,76
1000580,2013,2021-02-01,74
1000580,2013,2021-03-01,74
1000580,2013,2021-04-01,74
1000580,2013,2021-05-01,74
1000580,2013,2021-06-01,74
1000580,2013,2021-07-01,74
1000580,2013,2021-09-01,74
1000580,2013,2021-10-01,74
1000580,2013,2021-11-01,74
1000580,2013,2021-12-01,74
1000580,2009,2014-03-01,57
1000580,2009,2014-06-01,57
1000580,2009,2014-09-01,57
1000580,2009,2014-12-01,63
1000580,2009,2015-01-01,58
1000580,2009,2015-03-01,65
1000580,2009,2015-06-01,102
1000580,2009,2015-09-01,103
1000580,2009,2015-12-01,92
1000580,2009,2016-01-01,85
1000580,2009,2016-02-01,85
1000580,2009,2016-06-01,58
1000580,2009,2016-09-01,59
1000580,2009,2016-12-01,60
1000580,2009,2017-01-01,60
1000580,2009,2017-03-01,56
1000580,2009,2017-06-01,56
1000580,2009,2017-09-01,54
1000580,2009,2017-12-01,57
1000580,2009,2018-01-01,62
1000580,2009,2018-03-01,59
1000580,2009,2018-06-01,60
1000580,2009,2018-09-01,55
1000580,2009,2019-06-01,103
1000580,2009,2020-06-01,40
1000580,2009,2020-09-01,48
1000580,2009,2020-12-01,75
1000580,2009,2021-01-01,75
1000580,2009,2021-02-01,75
1000580,2009,2021-03-01,76
1000580,2009,2021-04-01,78
1000580,2009,2021-05-01,79
1000580,2009,2021-06-01,58
1000580,2009,2021-07-01,59
1000580,2009,2021-09-01,58
1000580,2009,2021-10-01,58
1000580,2009,2021-11-01,59
1000580,2009,2022-08-01,147
1000580,2009,2022-09-01,150
1000580,2009,2022-10-01,153
1000580,2011,2014-03-01,87
1000580,2011,2014-09-01,106
1000580,2011,2014-12-01,112
1000580,2011,2015-01-01,117
1000580,2011,2015-03-01,125
1000580,2011,2015-06-01,127
1000580,2011,2015-09-01,109
1000580,2011,2015-12-01,111
1000580,2011,2016-01-01,104
1000580,2011,2016-02-01,105
1000580,2011,2017-06-01,58
1000580,2011,2017-09-01,65
1000580,2011,2017-12-01,69
1000580,2011,2018-01-01,79
1000580,2011,2018-03-01,65
1000580,2011,2018-06-01,52
1000580,2011,2018-09-01,51
1000580,2011,2020-09-01,55
1000580,2011,2022-08-01,118
1000580,2011,2022-09-01,120
1000580,2011,2022-10-01,123
1000580,2007,2014-03-01,72
1000580,2007,2014-06-01,61
1000580,2007,2014-12-01,89
1000580,2007,2015-01-01,60
1000580,2007,2015-03-01,60
1000580,2007,2015-06-01,75
1000580,2007,2015-09-01,75
1000580,2007,2015-12-01,62
1000580,2007,2016-01-01,65
1000580,2007,2016-02-01,65
1000580,2007,2016-12-01,49
1000580,2007,2017-01-01,49
1000580,2007,2017-03-01,49
1000580,2007,2017-06-01,64
1000580,2007,2017-09-01,64
1000580,2007,2017-12-01,82
1000580,2007,2018-01-01,81
1000580,2007,2018-03-01,52
1000580,2007,2018-06-01,53
1000580,2007,2018-09-01,84
1000580,2007,2018-12-01,86
1000580,2007,2019-01-01,86
1000580,2007,2019-03-01,87
1000580,2007,2019-06-01,80
1000580,2007,2019-09-01,82
1000580,2007,2019-12-01,82
1000580,2007,2020-01-01,81
1000580,2007,2020-06-01,71
1000580,2007,2020-09-01,71
1000580,2007,2020-12-01,70
1000580,2007,2021-01-01,70
1000580,2007,2021-02-01,71
1000580,2007,2021-03-01,73
1000580,2007,2021-04-01,74
1000580,2007,2021-05-01,73
1000580,2007,2021-06-01,74
1000580,2007,2021-07-01,74
1000580,2007,2021-09-01,74
1000580,2007,2021-10-01,74
1000580,2007,2021-11-01,75
1000580,2007,2021-12-01,74
1000580,2007,2022-01-01,75
1000580,2007,2022-02-01,75
1000580,2007,2022-08-01,113
1000580,2007,2022-09-01,115
1000580,2007,2022-10-01,118
1000593,2010,2021-11-01,18
1000593,2010,2021-12-01,18
1000593,2010,2022-01-01,18
1000593,2010,2022-02-01,18
1000593,2010,2022-03-01,19
